INDIGO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Id;Fecha_orden;Tipo Prioridad;Categoria;Subcategoria;Producto;Cantidad;Ventas;Margen;Descuento;Utilidad;Precio_venta;Precio_costo;Costo_envio;Modo_envio;Nombre_cliente;Pais;Prov. / Depto.;Segmento;Empaque;Fecha_envio;Canal de Venta
;6982;16/11/2011;2;2;Mobiliario;12-1/2 Diameter Round Wall Clock;41; 39,96 ;50%;4%; 753,65 ; 1.583,32 ; 19,98 ; 10,49 ;1;Dorothy Wardle;1;83;2;6;18/11/2011;3
;7015;12/10/2010;2;3;Perifericos;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;47; 71,89 ;43%;7%; 1.216,46 ; 3.144,51 ; 40,98 ; 1,99 ;1;Matt Abelman;7;77;3;2;14/10/2010;2
;7015;12/10/2010;2;3;Telefonos;T65;42; 435,53 ;55%;2%; 9.694,97 ; 17.930,75 ; 195,99 ; 4,20 ;3;Matt Abelman;7;48;3;6;13/10/2010;2
;7042;8/1/2012;5;2;Mesas;Bretford Rectangular Conference Table Tops;4; 723,33 ;48%;7%; 1.186,26 ; 2.776,41 ; 376,13 ; 85,63 ;2;Dean Katz;6;134;3;4;10/1/2012;2
;7043;25/1/2009;4;2;Mobiliario;Eldon Regeneration Recycled Desk Accessories, Smoke;4; 2,68 ;35%;6%; 3,11 ; 14,15 ; 1,74 ; 4,08 ;1;Giulietta Dortch;6;125;2;2;26/1/2009;2
;7072;4/2/2012;4;1;Carpetas;GBC Standard Plastic Binding Systems Combs;29; 17,35 ;49%;7%; 211,36 ; 473,61 ; 8,85 ; 5,60 ;1;Maureen Fritzler;4;23;2;6;4/2/2012;1
;7075;10/10/2011;1;1;Organizadores;Decoflex Hanging Personal Folder File, Blue;15; 28,56 ;46%;2%; 188,47 ; 430,45 ; 15,42 ; 10,68 ;1;Shirley Jackson;5;44;2;6;12/10/2011;1
;7075;10/10/2011;1;1;Ligas;Super Bands, 12/Pack;43; 3,72 ;50%;1%; 78,38 ; 160,94 ; 1,86 ; 2,58 ;1;Shirley Jackson;5;39;2;5;14/10/2011;2
;7077;21/12/2011;3;1;Accesorios;Holmes HEPA Air Purifier;14; 38,89 ;44%;4%; 217,80 ; 528,66 ; 21,78 ; 5,94 ;1;Georgia Rosenberg;2;27;4;3;23/12/2011;2
;7078;11/4/2010;3;1;Accesorios;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;9; 25,18 ;55%;1%; 122,36 ; 230,45 ; 11,33 ; 6,12 ;1;Ricardo Block;2;32;2;3;13/4/2010;1
;7078;11/4/2010;3;1;Carpetas;Cardinal Poly Pocket Divider Pockets for Ring Binders;11; 5,79 ;42%;10%; 20,39 ; 63,62 ; 3,36 ; 6,27 ;3;Ricardo Block;2;28;2;6;12/4/2010;2
;7078;11/4/2010;3;2;Tapetes;Global High-Back Leather Tilter, Burgundy;16; 256,23 ;52%;5%; 1.926,84 ; 3.964,88 ; 122,99 ; 70,20 ;2;Ricardo Block;2;29;2;7;13/4/2010;4
;7078;11/4/2010;3;2;Mobiliario;GE 4 Foot Flourescent Tube, 40 Watt;29; 23,78 ;37%;2%; 241,34 ; 684,75 ; 14,98 ; 8,99 ;3;Ricardo Block;2;28;2;2;12/4/2010;4
;7079;8/2/2010;5;2;Tapetes;Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs;44; 453,19 ;38%;1%; 7.377,99 ; 19.798,11 ; 280,98 ; 57,00 ;2;Brenda Bowman;5;34;1;7;9/2/2010;3
;7079;8/2/2010;5;1;Papel;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";18; 11,37 ;43%;3%; 81,85 ; 204,43 ; 6,48 ; 5,94 ;1;Brenda Bowman;5;33;1;6;10/2/2010;1
;7105;21/6/2010;1;1;Accesorios;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;17; 8,12 ;50%;3%; 64,88 ; 140,79 ; 4,06 ; 6,89 ;1;Brian Moss;3;114;2;6;28/6/2010;2
;7106;10/5/2012;1;1;Carpetas;GBC Laser Imprintable Binding System Covers, Desert Sand;8; 31,02 ;54%;5%; 121,61 ; 243,04 ; 14,27 ; 7,27 ;1;Shaun Weien;7;58;3;6;12/5/2012;1
;7106;10/5/2012;1;3;Perifericos;Gyration RF Keyboard;31; 271,17 ;41%;1%; 3.362,50 ; 8.327,69 ; 159,99 ; 5,50 ;1;Shaun Weien;7;63;3;6;12/5/2012;2
;7106;10/5/2012;1;1;Organizadores;Fellowes Super Stor/Drawer;36; 47,84 ;42%;1%; 706,19 ; 1.725,18 ; 27,75 ; 19,99 ;1;Shaun Weien;7;68;3;6;12/5/2012;3
;7107;4/1/2012;2;2;Mobiliario;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;3; 104,23 ;48%;2%; 143,84 ; 317,54 ; 54,20 ; 11,10 ;1;Steve Chapman;3;112;2;3;4/1/2012;2
;7107;4/1/2012;2;1;Papel;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;3; 75,88 ;50%;6%; 100,16 ; 219,06 ; 37,94 ; 5,08 ;1;Steve Chapman;3;118;2;5;6/1/2012;3
;7107;4/1/2012;2;1;Organizadores;Recycled Steel Personal File for Standard File Folders;32; 93,71 ;41%;10%; 929,62 ; 2.703,98 ; 55,29 ; 5,08 ;1;Steve Chapman;3;105;2;6;5/1/2012;3
;7110;7/8/2011;1;2;Tapetes;SAFCO Arco Folding Chair;22; 531,15 ;48%;2%; 5.375,28 ; 11.476,17 ; 276,20 ; 24,49 ;1;Grant Carroll;1;86;2;1;11/8/2011;3
;7136;22/3/2009;3;3;Perifericos;80 Minute CD-R Spindle, 100/Pack - Staples;17; 75,92 ;48%;7%; 529,18 ; 1.202,33 ; 39,48 ; 1,99 ;1;Lena Cacioppo;2;26;3;2;24/3/2009;4
;7136;22/3/2009;3;1;Etiquetas;Avery 493;9; 10,23 ;52%;0%; 47,87 ; 92,56 ; 4,91 ; 0,50 ;1;Lena Cacioppo;2;25;3;6;24/3/2009;3
;7142;21/7/2011;4;1;Etiquetas;Avery 501;36; 6,15 ;40%;6%; 75,28 ; 208,62 ; 3,69 ; 0,50 ;1;Cari Sayre;2;30;2;6;23/7/2011;4
;7169;26/3/2010;5;2;Mobiliario;"Career Cubicle Clock, 8 1/4"", Black";22; 34,37 ;41%;5%; 272,23 ; 732,78 ; 20,28 ; 14,39 ;1;Lela Donovan;2;32;2;6;28/3/2010;3
;7169;26/3/2010;5;3;Telefonos;V8162;30; 134,67 ;51%;7%; 1.777,69 ; 3.760,18 ; 65,99 ; 2,79 ;1;Lela Donovan;2;25;2;6;28/3/2010;4
;7171;13/2/2011;5;3;Telefonos;Polyproplyene Holder;28; 146,64 ;55%;0%; 2.258,32 ; 4.115,03 ; 65,99 ; 8,99 ;1;Andy Gerbode;3;107;4;6;15/2/2011;4
;7171;13/2/2011;5;3;Telefonos;Accessory21;17; 43,73 ;52%;2%; 371,70 ; 729,52 ; 20,99 ; 0,99 ;1;Andy Gerbode;3;115;4;5;15/2/2011;2
;7174;10/3/2012;2;2;Mobiliario;DAX Wood Document Frame;10; 24,96 ;45%;6%; 97,36 ; 243,65 ; 13,73 ; 8,99 ;1;Thomas Thornton;6;139;4;2;12/3/2012;1
;7175;7/2/2010;4;2;Librerias;Hon Metal Bookcases, Black;10; 131,44 ;46%;5%; 538,92 ; 1.275,46 ; 70,98 ; 26,74 ;2;Helen Andreada;3;116;2;4;9/2/2010;2
;7203;8/1/2009;3;1;Carpetas;GBC DocuBind TL300 Electric Binding System;25; 1.724,98 ;48%;3%; 19.406,03 ; 41.850,77 ; 896,99 ; 19,99 ;1;Ruben Dartt;2;31;2;6;10/1/2009;2
;7239;29/6/2011;5;1;Organizadores;Iceberg Mobile Mega Data/Printer Cart ;50; 240,66 ;50%;3%; 5.655,51 ; 11.692,00 ; 120,33 ; 19,99 ;1;Craig Carroll;4;3;1;6;1/7/2011;4
;7267;28/8/2012;3;1;Carpetas;GBC White Gloss Covers, Plain Front;19; 32,18 ;55%;7%; 293,46 ; 575,04 ; 14,48 ; 6,46 ;1;Muhammed Yedwab;7;56;4;6;28/8/2012;1
;7269;14/9/2009;5;3;Telefonos;StarTAC 7760;29; 109,98 ;40%;0%; 1.275,81 ; 3.193,51 ; 65,99 ; 3,99 ;1;Muhammed Yedwab;7;62;4;6;15/9/2009;2
;7297;14/9/2009;3;2;Mesas;Bretford CR8500 Series Meeting Room Furniture;4; 853,15 ;53%;10%; 1.467,42 ; 3.147,71 ; 400,98 ; 76,37 ;2;Debra Catini;7;53;1;4;15/9/2009;2
;7297;14/9/2009;3;3;Perifericos;Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus;7; 92,22 ;51%;8%; 277,60 ; 595,92 ; 45,19 ; 1,99 ;1;Debra Catini;5;39;1;2;15/9/2009;2
;7297;14/9/2009;3;2;Mobiliario;"Linden 12"" Wall Clock With Oak Frame";26; 69,35 ;51%;3%; 865,45 ; 1.768,92 ; 33,98 ; 19,99 ;1;Debra Catini;4;6;1;6;15/9/2009;4
;7301;28/12/2010;1;3;Telefonos;Polyproplyene Holder;17; 140,40 ;53%;6%; 1.121,83 ; 2.246,16 ; 65,99 ; 2,50 ;1;Logan Haushalter;5;46;2;6;14/1/2011;3
;7335;29/5/2010;1;3;Telefonos;T60;43; 188,22 ;49%;1%; 3.884,77 ; 8.017,24 ; 95,99 ; 4,90 ;1;Maureen Grace;3;105;2;6;3/6/2010;3
;7363;9/11/2010;5;2;Mobiliario;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";24; 63,22 ;40%;9%; 470,33 ; 1.394,64 ; 37,93 ; 13,99 ;1;Sung Shariari;3;107;2;5;11/11/2010;1
;7364;8/5/2009;3;1;Sobres;Brown Kraft Recycled Envelopes;15; 28,30 ;40%;9%; 131,60 ; 398,69 ; 16,98 ; 12,39 ;1;Mary Zewe;3;111;2;6;10/5/2009;2
;7367;5/6/2011;1;3;Perifericos;Sony MFD2HD Formatted Diskettes, 10/Pack;46; 12,46 ;48%;2%; 263,69 ; 564,51 ; 6,48 ; 2,74 ;1;Raymond Fair;7;63;1;2;12/6/2011;2
;7367;5/6/2011;1;1;Papel;Wirebound Message Book, 4 per Page;48; 8,48 ;36%;5%; 126,25 ; 387,84 ; 5,43 ; 0,95 ;3;Raymond Fair;7;57;1;5;10/6/2011;2
;7398;1/6/2009;2;1;Boligrafos;Dixon Ticonderoga Core-Lock Colored Pencils;6; 14,46 ;37%;4%; 28,63 ; 85,54 ; 9,11 ; 2,25 ;1;Craig Carroll;2;28;2;5;4/6/2009;1
;7398;1/6/2009;2;1;Organizadores;Space Solutions Commercial Steel Shelving;34; 109,58 ;41%;7%; 1.266,70 ; 3.499,80 ; 64,65 ; 35,00 ;1;Craig Carroll;2;27;2;1;3/6/2009;3
;7427;15/12/2012;2;1;Accesorios;Hoover WindTunnel Plus Canister Vacuum;47; 807,22 ;55%;9%; 17.452,14 ; 34.544,88 ; 363,25 ; 19,99 ;1;Ricardo Emerson;2;26;2;6;15/12/2012;1
;7427;15/12/2012;2;1;Carpetas;Flexible Leather- Look Classic Collection Ring Binder;9; 39,46 ;52%;1%; 181,11 ; 353,06 ; 18,94 ; 1,49 ;1;Ricardo Emerson;2;30;2;6;16/12/2012;3
;7429;26/5/2010;2;3;Perifericos;Keytronic Designer 104- Key Black Keyboard;33; 65,29 ;38%;4%; 732,56 ; 2.088,39 ; 40,48 ; 19,99 ;1;Art Foster;4;2;3;6;27/5/2010;2
;7429;26/5/2010;2;2;Mobiliario;DAX Natural Wood-Tone Poster Frame;6; 56,34 ;53%;9%; 148,74 ; 314,55 ; 26,48 ; 6,93 ;3;Art Foster;4;4;3;6;27/5/2010;2
;7430;8/6/2010;5;1;Sobres;#10 White Business Envelopes,4 1/8 x 9 1/2;50; 29,02 ;46%;5%; 594,88 ; 1.379,77 ; 15,67 ; 1,39 ;1;Barry Weirich;1;81;2;6;9/6/2010;1
;7431;1/5/2009;5;2;Mobiliario;Eldon Pizzaz Desk Accessories;33; 4,13 ;46%;3%; 58,60 ; 136,76 ; 2,23 ; 4,57 ;1;Georgia Rosenberg;2;29;4;2;2/5/2009;2
;7457;30/9/2010;2;1;Sobres;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";36; 96,79 ;37%;2%; 1.219,60 ; 3.434,87 ; 60,98 ; 19,99 ;1;Eric Hoffmann;3;108;1;6;3/10/2010;2
;7457;30/9/2010;2;1;Boligrafos;Newell 309;46; 25,67 ;55%;4%; 602,14 ; 1.135,80 ; 11,55 ; 2,36 ;1;Eric Hoffmann;3;115;1;5;2/10/2010;2
;7458;4/4/2012;4;1;Carpetas;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";16; 28,90 ;50%;5%; 208,08 ; 446,45 ; 14,45 ; 7,17 ;1;Karen Carlisle;7;54;2;6;6/4/2012;3
;7458;4/4/2012;4;3;Perifericos;Micro Innovations 104 Keyboard;46; 19,25 ;43%;1%; 371,83 ; 882,95 ; 10,97 ; 6,50 ;1;Karen Carlisle;7;49;2;6;5/4/2012;3
;7458;4/4/2012;4;3;Perifericos;80 Minute CD-R Spindle, 100/Pack - Staples;9; 85,83 ;54%;6%; 370,77 ; 728,08 ; 39,48 ; 1,99 ;1;Karen Carlisle;6;128;2;2;6/4/2012;1
;7461;12/1/2009;1;2;Tapetes;Global Leather Executive Chair;12; 662,25 ;47%;5%; 3.337,72 ; 7.588,60 ; 350,99 ; 39,00 ;2;Greg Matthias;2;28;3;7;14/1/2009;4
;7461;12/1/2009;1;1;Sobres;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";28; 16,19 ;46%;0%; 208,47 ; 454,58 ; 8,74 ; 1,39 ;1;Greg Matthias;2;29;3;6;16/1/2009;4
;7461;12/1/2009;1;1;Ligas;Brites Rubber Bands, 1 1/2 oz. Box;44; 3,60 ;45%;2%; 68,11 ; 155,93 ; 1,98 ; 0,70 ;1;Greg Matthias;2;32;3;5;16/1/2009;2
;7462;20/2/2011;3;1;Boligrafos;Boston 16801 Nautilus Battery Pencil Sharpener;3; 41,53 ;47%;7%; 49,83 ; 121,39 ; 22,01 ; 5,53 ;3;Lena Radford;4;4;1;2;21/2/2011;3
;7488;3/5/2012;4;1;Boligrafos;SANFORD Liquid Accent Tank-Style Highlighters;9; 4,51 ;37%;8%; 11,77 ; 38,26 ; 2,84 ; 0,93 ;1;Chuck Clark;2;31;2;5;4/5/2012;1
;7489;30/9/2010;4;2;Librerias;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;38; 291,90 ;38%;1%; 4.104,16 ; 11.004,98 ; 180,98 ; 23,58 ;2;Kimberly Carter;2;29;3;4;3/10/2010;4
;7521;27/2/2011;1;3;Telefonos;StarTAC 7797;19; 227,43 ;49%;0%; 2.117,39 ; 4.323,70 ; 115,99 ; 2,50 ;3;Mark Packer;4;4;1;6;5/3/2011;1
;7527;11/12/2009;5;2;Mobiliario;Artistic Insta-Plaque;37; 34,84 ;55%;5%; 644,62 ; 1.228,51 ; 15,68 ; 3,73 ;1;Nora Price;7;70;1;2;12/12/2009;1
;7527;11/12/2009;5;3;Telefonos;T65;42; 362,94 ;46%;2%; 6.707,21 ; 14.942,99 ; 195,99 ; 4,20 ;1;Nora Price;7;50;1;6;12/12/2009;3
;7552;10/9/2012;4;1;Boligrafos;Boston Model 1800 Electric Pencil Sharpener, Gray;47; 61,20 ;54%;2%; 1.495,62 ; 2.824,84 ; 28,15 ; 6,17 ;1;Chuck Clark;2;31;2;2;12/9/2012;3
;7552;10/9/2012;4;1;Tijeras;"Acme 8"" Straight Scissors";49; 25,96 ;50%;9%; 521,54 ; 1.160,70 ; 12,98 ; 3,14 ;1;Chuck Clark;2;24;2;2;12/9/2012;1
;7553;7/5/2010;5;2;Mobiliario;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;12; 204,96 ;55%;7%; 1.180,54 ; 2.326,91 ; 92,23 ; 39,61 ;1;Tony Sayre;2;29;3;3;8/5/2010;2
;7553;7/5/2010;5;1;Papel;Xerox 1927;3; 7,64 ;44%;4%; 9,17 ; 28,73 ; 4,28 ; 6,72 ;1;Tony Sayre;2;25;3;6;10/5/2010;3
;7559;12/10/2010;4;1;Accesorios;Hoover Portapower Portable Vacuum;9; 9,14 ;51%;5%; 37,85 ; 127,17 ; 4,48 ; 49,00 ;1;Patrick Ryan;3;117;2;1;14/10/2010;2
;7559;12/10/2010;4;3;Perifericos;Fellowes Basic 104-Key Keyboard, Platinum;39; 38,09 ;45%;4%; 609,07 ; 1.432,11 ; 20,95 ; 5,99 ;1;Patrick Ryan;3;119;2;6;13/10/2010;4
;7585;19/5/2011;3;3;Telefonos;Accessory29;34; 32,80 ;36%;0%; 401,43 ; 1.116,34 ; 20,99 ; 1,25 ;1;Darren Koutras;2;25;4;2;21/5/2011;4
;7619;8/10/2010;2;3;Perifericos;Maxell Pro 80 Minute CD-R, 10/Pack;8; 27,31 ;36%;2%; 74,29 ; 216,12 ; 17,48 ; 1,99 ;1;Sally Hughsby;4;4;4;2;9/10/2010;1
;7623;28/10/2009;4;1;Accesorios;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;18; 492,87 ;39%;3%; 3.193,79 ; 8.629,98 ; 300,65 ; 24,49 ;1;Sheri Gordon;5;40;2;1;30/10/2009;1
;7623;28/10/2009;4;3;Perifericos;US Robotics 56K V.92 Internal PCI Faxmodem;37; 84,73 ;41%;6%; 1.097,24 ; 2.966,86 ; 49,99 ; 19,99 ;1;Sheri Gordon;5;47;2;6;30/10/2009;3
;7623;28/10/2009;4;1;Papel;Xerox 1941;32; 180,78 ;42%;10%; 1.851,14 ; 5.210,99 ; 104,85 ; 4,65 ;1;Sheri Gordon;5;46;2;6;29/10/2009;4
;7653;27/2/2012;5;1;Papel;Xerox 1910;32; 73,91 ;35%;10%; 591,26 ; 2.133,63 ; 48,04 ; 5,09 ;1;Jill Stevenson;3;109;4;6;1/3/2012;4
;7654;10/2/2010;3;1;Etiquetas;Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll;3; 6,56 ;37%;6%; 6,10 ; 25,38 ; 4,13 ; 6,89 ;1;Resi Polking;2;24;1;6;12/2/2010;3
;7680;8/4/2011;2;1;Papel;Xerox 1880;32; 75,40 ;53%;4%; 1.182,34 ; 2.336,41 ; 35,44 ; 19,99 ;1;Jim Karlsson;2;27;1;6;8/4/2011;4
;7719;21/3/2009;1;1;Organizadores;Tenex Personal Project File with Scoop Front Design, Black;37; 22,85 ;41%;2%; 329,69 ; 832,96 ; 13,48 ; 4,51 ;1;Tony Sayre;2;26;3;6;23/3/2009;2
;7744;17/11/2009;1;1;Carpetas;Ibico EB-19 Dual Function Manual Binding System;26; 308,91 ;44%;7%; 2.971,72 ; 7.489,45 ; 172,99 ; 19,99 ;1;Kean Nguyen;4;15;2;6;17/11/2009;3
;7744;17/11/2009;1;1;Sobres;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";1; 13,40 ;43%;9%; 4,56 ; 13,59 ; 7,64 ; 1,39 ;1;Kean Nguyen;4;14;2;6;26/11/2009;2
;7746;5/12/2010;5;1;Papel;Southworth 25% Cotton Premium Laser Paper and Envelopes;1; 39,18 ;49%;6%; 16,85 ; 45,51 ; 19,98 ; 8,68 ;1;Roger Demir;2;32;4;6;7/12/2010;2
;7751;23/12/2012;2;2;Tapetes;Global Deluxe Office Fabric Chairs;45; 149,97 ;36%;1%; 2.362,01 ; 6.739,31 ; 95,98 ; 58,20 ;2;Ann Blume;7;77;2;7;24/12/2012;3
;7776;14/3/2009;5;2;Tapetes;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;36; 446,62 ;55%;7%; 7.717,63 ; 14.976,67 ; 200,98 ; 23,76 ;2;Michelle Moray;3;119;2;7;15/3/2009;1
;7776;14/3/2009;5;2;Mesas;Bevis Round Conference Table Top, X-Base;6; 351,55 ;49%;2%; 991,37 ; 2.096,32 ; 179,29 ; 29,21 ;2;Michelle Moray;3;120;2;4;14/3/2009;4
;7782;2/7/2009;4;1;Accesorios;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;20; 101,62 ;40%;7%; 670,67 ; 1.894,57 ; 60,97 ; 4,50 ;3;Maxwell Schwartz;3;110;2;6;4/7/2009;1
;7783;12/1/2012;5;1;Carpetas;GBC Standard Plastic Binding Systems Combs;3; 18,44 ;52%;3%; 27,10 ; 59,25 ; 8,85 ; 5,60 ;1;Evan Bailliet;3;118;2;6;13/1/2012;3
;7812;20/4/2011;1;2;Mobiliario;Howard Miller Distant Time Traveler Alarm Clock;17; 59,61 ;54%;4%; 506,67 ; 992,27 ; 27,42 ; 19,46 ;1;Karl Brown;6;141;2;6;27/4/2011;2
;7812;20/4/2011;1;2;Mesas;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";12; 508,95 ;37%;9%; 1.710,08 ; 5.586,96 ; 320,64 ; 29,20 ;2;Karl Brown;6;132;2;4;22/4/2011;4
;7815;22/1/2009;4;3;Perifericos;PC Concepts 116 Key Quantum 3000 Keyboard;6; 64,67 ;49%;9%; 155,20 ; 358,58 ; 32,98 ; 5,50 ;1;Amy Hunt;3;116;3;6;23/1/2009;2
;7840;8/1/2011;1;3;Perifericos;"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack";34; 8,73 ;44%;10%; 100,94 ; 272,13 ; 4,89 ; 4,93 ;1;Peter Buhler;6;127;4;2;12/1/2011;4
;7841;20/5/2012;2;2;Mobiliario;Electrix Fluorescent Magnifier Lamps & Weighted Base;21; 77,09 ;36%;7%; 469,50 ; 1.515,89 ; 49,34 ; 10,25 ;1;Darren Budd;4;7;4;1;22/5/2012;1
;7841;20/5/2012;2;2;Mobiliario;Coloredge Poster Frame;17; 20,96 ;52%;1%; 181,71 ; 354,79 ; 10,06 ; 2,06 ;1;Darren Budd;4;7;4;5;22/5/2012;3
;7845;13/12/2009;4;1;Carpetas;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";22; 10,91 ;55%;6%; 117,62 ; 231,32 ; 4,91 ; 5,68 ;3;Todd Boyes;4;22;1;6;13/12/2009;1
;7845;13/12/2009;4;1;Papel;Xerox 1916;45; 95,96 ;49%;7%; 1.813,66 ; 4.021,82 ; 48,94 ; 5,86 ;3;Todd Boyes;4;9;1;6;14/12/2009;4
;7846;25/6/2011;1;1;Carpetas;Catalog Binders with Expanding Posts;47; 122,33 ;45%;9%; 2.069,78 ; 5.251,93 ; 67,28 ; 19,99 ;1;Dave Hallsten;5;33;2;6;30/6/2011;2
;7846;25/6/2011;1;1;Carpetas;Economy Binders;20; 3,71 ;44%;10%; 25,26 ; 68,35 ; 2,08 ; 1,49 ;1;Dave Hallsten;5;41;2;6;30/6/2011;1
;7846;25/6/2011;1;3;Perifericos;Micro Innovations Micro 3000 Keyboard, Black;20; 48,72 ;46%;1%; 438,50 ; 970,59 ; 26,31 ; 5,89 ;1;Dave Hallsten;5;39;2;6;2/7/2011;2
;7846;25/6/2011;1;2;Mobiliario;Regeneration Desk Collection;12; 2,89 ;39%;5%; 11,77 ; 37,75 ; 1,76 ; 4,86 ;1;Dave Hallsten;5;47;2;6;25/6/2011;2
;7878;1/5/2011;4;2;Librerias;O'Sullivan 5-Shelf Heavy-Duty Bookcases;50; 141,28 ;42%;7%; 2.472,33 ; 6.625,14 ; 81,94 ; 55,81 ;2;Meg O'Connel;3;107;2;4;6/5/2011;1
;7878;1/5/2011;4;2;Mobiliario;DAX Cubicle Frames, 8-1/2 x 11;41; 13,39 ;36%;6%; 164,70 ; 519,51 ; 8,57 ; 3,44 ;1;Meg O'Connel;3;107;2;2;3/5/2011;3
;7878;1/5/2011;1;1;Ligas;Advantus Push Pins, Aluminum Head;42; 10,56 ;45%;3%; 186,34 ; 433,73 ; 5,81 ; 3,37 ;1;Meg O'Connel;3;120;2;5;8/5/2011;1
;7904;27/5/2010;1;1;Etiquetas;Avery 51;47; 9,69 ;35%;8%; 123,00 ; 419,60 ; 6,30 ; 0,50 ;3;Tom Boeckenhauer;2;27;2;6;5/6/2010;3
;7905;3/6/2009;1;2;Mesas;"Bevis Round Bullnose 29"" High Table Top";46; 577,13 ;55%;8%; 12.477,62 ; 24.490,95 ; 259,71 ; 66,67 ;2;Meg Tillman;3;115;1;4;7/6/2009;2
;7906;17/10/2009;5;1;Accesorios;3M Office Air Cleaner;37; 41,90 ;38%;3%; 542,65 ; 1.509,28 ; 25,98 ; 5,37 ;1;Beth Paige;1;103;4;3;17/10/2009;3
;7909;3/1/2009;3;1;Boligrafos;Dixon Prang Watercolor Pencils, 10-Color Set with Brush;29; 8,69 ;51%;3%; 121,02 ; 245,76 ; 4,26 ; 1,20 ;1;Alex Russell;2;24;3;5;4/1/2009;3
;7910;20/4/2010;4;2;Mobiliario;Tenex B1-RE Series Chair Mats for Low Pile Carpets;41; 80,67 ;43%;1%; 1.389,08 ; 3.279,06 ; 45,98 ; 4,80 ;1;Erica Hackney;4;23;1;5;23/4/2010;2
;7910;20/4/2010;4;1;Papel;Xerox 1932;22; 77,04 ;54%;8%; 779,68 ; 1.564,45 ; 35,44 ; 5,09 ;1;Erica Hackney;4;19;1;6;20/4/2010;2
;7936;5/4/2010;1;2;Librerias;O'Sullivan 3-Shelf Heavy-Duty Bookcases;50; 102,00 ;43%;6%; 1.887,00 ; 4.830,61 ; 58,14 ; 36,61 ;2;Pete Takahito;5;45;2;4;5/4/2010;3
;7936;5/4/2010;1;1;Organizadores;Eldon Simplefile Box Office;15; 25,39 ;51%;6%; 171,37 ; 364,24 ; 12,44 ; 6,27 ;1;Pete Takahito;5;35;2;3;10/4/2010;1
;7938;13/3/2010;5;1;Boligrafos;Peel-Off China Markers;34; 16,55 ;40%;5%; 196,95 ; 535,66 ; 9,93 ; 1,09 ;1;Carlos Meador;7;61;2;5;14/3/2010;4
;7938;13/3/2010;5;1;Papel;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);23; 13,00 ;54%;4%; 149,50 ; 294,19 ; 5,98 ; 7,15 ;1;Carlos Meador;5;45;2;6;15/3/2010;3
;7938;13/3/2010;5;2;Tapetes;Global Deluxe High-Back Office Chair in Storm;16; 302,20 ;55%;10%; 2.175,84 ; 4.380,31 ; 135,99 ; 28,63 ;2;Carlos Meador;6;134;2;7;15/3/2010;4
;7941;23/3/2012;1;1;Organizadores;Recycled Steel Personal File for Standard File Folders;50; 120,20 ;54%;1%; 3.185,18 ; 5.954,76 ; 55,29 ; 5,08 ;1;Neil Knudson;3;111;2;6;30/3/2012;3
;7968;15/9/2010;1;2;Tapetes;Novimex Swivel Fabric Task Chair;10; 321,23 ;53%;6%; 1.509,80 ; 3.049,60 ; 150,98 ; 30,00 ;2;Gene Hale;2;25;4;7;15/9/2010;4
;8000;19/9/2010;1;1;Carpetas;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;10; 27,29 ;45%;8%; 100,98 ; 259,48 ; 15,01 ; 8,40 ;1;John Stevenson;5;33;1;6;21/9/2010;1
;8000;19/9/2010;1;1;Carpetas;Wilson Jones Turn Tabs Binder Tool for Ring Binders;1; 7,53 ;36%;4%; 2,41 ; 12,47 ; 4,82 ; 5,24 ;1;John Stevenson;5;34;1;6;21/9/2010;4
